timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1551113548327,16,Read accessions from file,200,OK,Get entry accessions from file 1-1,true,,0,0,1,1,null,0,1,0,0,0
1551113548375,19,Getting shared accessions,200,OK,Executing function view api calls 2-1,true,,0,0,1,1,null,0,1,0,0,0
1551113548450,118,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-1,true,,308435,226,1,1,http://alpha-api.nextprot.org/entry/NX_Q12983/GO-BIOLOGICAL-PROCESS.json,116,1,0,0,49
1551113548671,15,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-1,true,,237850,226,1,1,http://alpha-api.nextprot.org/entry/NX_Q12983/GO-MOLECULAR-FUNCTION.json,13,1,0,0,1
1551113548787,11,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,100148,218,1,1,http://alpha-api.nextprot.org/entry/NX_Q12983/FUNCTION-INFO.json,9,1,0,0,1
1551113548880,8,Getting shared accessions,200,OK,Executing function view api calls 2-2,true,,0,0,2,2,null,0,1,0,0,0
1551113548889,18,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-2,true,,308435,226,2,2,http://alpha-api.nextprot.org/entry/NX_Q12983/GO-BIOLOGICAL-PROCESS.json,15,1,0,0,1
1551113548899,11,Xrefs,200,OK,Executing function view api calls 2-1,true,,1943,222,2,2,http://alpha-api.nextprot.org/page-view/function/NX_Q12983/xref.json,10,1,0,0,1
1551113549013,5,Overview,200,OK,Executing function view api calls 2-1,true,,4643,213,2,2,http://alpha-api.nextprot.org/entry/NX_Q12983/overview.json,5,1,0,0,0
1551113549008,15,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-2,true,,237850,226,2,2,http://alpha-api.nextprot.org/entry/NX_Q12983/GO-MOLECULAR-FUNCTION.json,13,1,0,0,1
1551113549119,10,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,100148,218,2,2,http://alpha-api.nextprot.org/entry/NX_Q12983/FUNCTION-INFO.json,8,1,0,0,1
