timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1551113918518,16,Read accessions from file,200,OK,Get entry accessions from file 1-1,true,,0,0,1,1,null,0,1,0,0,0
1551113918566,19,Getting shared accessions,200,OK,Executing function view api calls 2-1,true,,0,0,1,1,null,0,1,0,0,0
1551113918642,370,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-1,true,,1123333,226,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/GO-BIOLOGICAL-PROCESS.json,359,1,0,0,49
1551113919073,8,Getting shared accessions,200,OK,Executing function view api calls 2-2,true,,0,0,2,2,null,0,1,0,0,0
1551113919082,36,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-2,true,,1123333,226,2,2,http://alpha-api.nextprot.org/entry/NX_P01137/GO-BIOLOGICAL-PROCESS.json,23,1,0,0,1
1551113919115,15,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-1,true,,363668,226,2,2,http://alpha-api.nextprot.org/entry/NX_P01137/GO-MOLECULAR-FUNCTION.json,12,1,0,0,1
1551113919231,12,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,183539,218,2,2,http://alpha-api.nextprot.org/entry/NX_P01137/FUNCTION-INFO.json,10,1,0,0,1
1551113919219,27,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-2,true,,363668,226,2,2,http://alpha-api.nextprot.org/entry/NX_P01137/GO-MOLECULAR-FUNCTION.json,24,1,0,0,2
1551113919344,15,Xrefs,200,OK,Executing function view api calls 2-1,true,,1828,222,2,2,http://alpha-api.nextprot.org/page-view/function/NX_P01137/xref.json,14,1,0,0,1
1551113919348,17,FUNCTION-INFO,200,OK,Executing function view api calls 2-2,true,,183539,218,2,2,http://alpha-api.nextprot.org/entry/NX_P01137/FUNCTION-INFO.json,15,1,0,0,1
1551113919463,11,Overview,200,OK,Executing function view api calls 2-1,true,,6424,213,2,2,http://alpha-api.nextprot.org/entry/NX_P01137/overview.json,11,1,0,0,1
1551113919466,14,Xrefs,200,OK,Executing function view api calls 2-2,true,,1828,222,2,2,http://alpha-api.nextprot.org/page-view/function/NX_P01137/xref.json,14,1,0,0,1
1551113919581,7,Overview,200,OK,Executing function view api calls 2-2,true,,6424,213,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/overview.json,6,1,0,0,1
1551113919576,18,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,183539,218,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/FUNCTION-INFO.json,16,1,0,0,1
1551113919584,15,Getting shared accessions,200,OK,Executing function view api calls 2-3,true,,0,0,3,3,null,0,1,0,0,0
1551113919600,35,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-3,true,,1123333,226,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/GO-BIOLOGICAL-PROCESS.json,24,1,0,0,1
1551113919689,13,FUNCTION-INFO,200,OK,Executing function view api calls 2-2,true,,183539,218,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/FUNCTION-INFO.json,10,1,0,0,1
1551113919695,14,CATALYTIC-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,74538,223,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/CATALYTIC-ACTIVITY.json,13,1,0,0,1
1551113919736,18,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-3,true,,363668,226,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/GO-MOLECULAR-FUNCTION.json,13,1,0,0,2
1551113919804,15,CATALYTIC-ACTIVITY,200,OK,Executing function view api calls 2-2,true,,74538,223,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/CATALYTIC-ACTIVITY.json,12,1,0,0,1
1551113919810,14,TRANSPORT-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,74538,223,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/TRANSPORT-ACTIVITY.json,12,1,0,0,1
1551113919855,16,FUNCTION-INFO,200,OK,Executing function view api calls 2-3,true,,183539,218,3,3,http://alpha-api.nextprot.org/entry/NX_P01137/FUNCTION-INFO.json,14,1,0,0,1
