timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1551112109733,18,Read accessions from file,200,OK,Get entry accessions from file 1-1,true,,0,0,1,1,null,0,1,0,0,0
1551112109778,17,Getting shared accessions,200,OK,Executing function view api calls 2-1,true,,0,0,1,1,null,0,1,0,0,0
1551112109831,305,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-1,true,,254156,226,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/GO-BIOLOGICAL-PROCESS.json,303,1,0,0,37
1551112110240,19,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-1,true,,201712,226,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/GO-MOLECULAR-FUNCTION.json,16,1,0,0,1
1551112110361,18,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,189613,218,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/FUNCTION-INFO.json,15,1,0,0,1
1551112110481,19,Xrefs,200,OK,Executing function view api calls 2-1,true,,1861,222,1,1,http://alpha-api.nextprot.org/page-view/function/NX_Q3V6T2/xref.json,18,1,0,0,1
1551112110604,20,Overview,200,OK,Executing function view api calls 2-1,true,,14334,213,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/overview.json,19,1,0,0,1
1551112110725,17,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,189613,218,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/FUNCTION-INFO.json,14,1,0,0,1
1551112110843,15,CATALYTIC-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,161681,223,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/CATALYTIC-ACTIVITY.json,14,1,0,0,1
1551112110959,14,TRANSPORT-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,161681,223,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/TRANSPORT-ACTIVITY.json,13,1,0,0,1
1551112111075,18,ACTIVITY-REGULATION,200,OK,Executing function view api calls 2-1,true,,161681,224,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/ACTIVITY-REGULATION.json,17,1,0,0,1
1551112111194,22,COFACTOR,200,OK,Executing function view api calls 2-1,true,,161681,213,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/COFACTOR.json,19,1,0,0,1
1551112111317,15,COFACTOR-INFO,200,OK,Executing function view api calls 2-1,true,,161681,218,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/COFACTOR-INFO.json,13,1,0,0,1
1551112111434,29,BIOPHYSICOCHEMICAL-PROPERTY,200,OK,Executing function view api calls 2-1,true,,161681,232,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/BIOPHYSICOCHEMICAL-PROPERTY.json,27,1,0,0,1
1551112111565,14,PATHWAY,200,OK,Executing function view api calls 2-1,true,,161681,212,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/PATHWAY.json,13,1,0,0,1
1551112111680,17,ALLERGEN,200,OK,Executing function view api calls 2-1,true,,161681,213,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/ALLERGEN.json,15,1,0,0,1
1551112111798,14,CAUTION,200,OK,Executing function view api calls 2-1,true,,161681,212,1,1,http://alpha-api.nextprot.org/entry/NX_Q3V6T2/CAUTION.json,12,1,0,0,1
1551112111913,86,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-1,true,,118004,226,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/GO-BIOLOGICAL-PROCESS.json,86,1,0,0,1
1551112112100,14,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-1,true,,146167,226,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/GO-MOLECULAR-FUNCTION.json,13,1,0,0,1
1551112112215,8,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,67558,218,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/FUNCTION-INFO.json,7,1,0,0,1
1551112112325,9,Xrefs,200,OK,Executing function view api calls 2-1,true,,1829,222,1,1,http://alpha-api.nextprot.org/page-view/function/NX_P53567/xref.json,9,1,0,0,1
1551112112435,17,Overview,200,OK,Executing function view api calls 2-1,true,,5245,213,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/overview.json,16,1,0,0,1
1551112112552,11,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,67558,218,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/FUNCTION-INFO.json,10,1,0,0,1
1551112112664,10,CATALYTIC-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,56493,223,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/CATALYTIC-ACTIVITY.json,9,1,0,0,1
1551112112775,8,TRANSPORT-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,56493,223,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/TRANSPORT-ACTIVITY.json,7,1,0,0,1
1551112112884,10,ACTIVITY-REGULATION,200,OK,Executing function view api calls 2-1,true,,56493,224,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/ACTIVITY-REGULATION.json,9,1,0,0,1
1551112112995,10,COFACTOR,200,OK,Executing function view api calls 2-1,true,,56493,213,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/COFACTOR.json,9,1,0,0,1
1551112113105,10,COFACTOR-INFO,200,OK,Executing function view api calls 2-1,true,,56493,218,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/COFACTOR-INFO.json,9,1,0,0,1
1551112113216,13,BIOPHYSICOCHEMICAL-PROPERTY,200,OK,Executing function view api calls 2-1,true,,56493,232,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/BIOPHYSICOCHEMICAL-PROPERTY.json,12,1,0,0,1
1551112113330,10,PATHWAY,200,OK,Executing function view api calls 2-1,true,,60435,212,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/PATHWAY.json,10,1,0,0,1
1551112113442,9,ALLERGEN,200,OK,Executing function view api calls 2-1,true,,56493,213,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/ALLERGEN.json,9,1,0,0,1
1551112113553,12,CAUTION,200,OK,Executing function view api calls 2-1,true,,56493,212,1,1,http://alpha-api.nextprot.org/entry/NX_P53567/CAUTION.json,8,1,0,0,1
