timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1551112431479,16,Read accessions from file,200,OK,Get entry accessions from file 1-1,true,,0,0,1,1,null,0,1,0,0,0
1551112431523,17,Getting shared accessions,200,OK,Executing function view api calls 2-1,true,,0,0,1,1,null,0,1,0,0,0
1551112431578,343,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-1,true,,1123333,226,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/GO-BIOLOGICAL-PROCESS.json,333,1,0,0,36
1551112432023,20,GO-MOLECULAR-FUNCTION,200,OK,Executing function view api calls 2-1,true,,363668,226,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/GO-MOLECULAR-FUNCTION.json,16,1,0,0,1
1551112432144,18,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,183539,218,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/FUNCTION-INFO.json,16,1,0,0,1
1551112432264,12,Xrefs,200,OK,Executing function view api calls 2-1,true,,1828,222,1,1,http://alpha-api.nextprot.org/page-view/function/NX_P01137/xref.json,12,1,0,0,0
1551112432379,12,Overview,200,OK,Executing function view api calls 2-1,true,,6424,213,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/overview.json,12,1,0,0,1
1551112432493,15,FUNCTION-INFO,200,OK,Executing function view api calls 2-1,true,,183539,218,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/FUNCTION-INFO.json,13,1,0,0,1
1551112432610,14,CATALYTIC-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,74538,223,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/CATALYTIC-ACTIVITY.json,13,1,0,0,1
1551112432725,12,TRANSPORT-ACTIVITY,200,OK,Executing function view api calls 2-1,true,,74538,223,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/TRANSPORT-ACTIVITY.json,11,1,0,0,2
1551112432840,11,ACTIVITY-REGULATION,200,OK,Executing function view api calls 2-1,true,,74538,224,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/ACTIVITY-REGULATION.json,10,1,0,0,1
1551112432953,12,COFACTOR,200,OK,Executing function view api calls 2-1,true,,74538,213,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/COFACTOR.json,11,1,0,0,1
1551112433067,13,COFACTOR-INFO,200,OK,Executing function view api calls 2-1,true,,74538,218,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/COFACTOR-INFO.json,12,1,0,0,1
1551112433182,19,BIOPHYSICOCHEMICAL-PROPERTY,200,OK,Executing function view api calls 2-1,true,,74538,232,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/BIOPHYSICOCHEMICAL-PROPERTY.json,18,1,0,0,0
1551112433303,18,PATHWAY,200,OK,Executing function view api calls 2-1,true,,237002,212,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/PATHWAY.json,14,1,0,0,1
1551112433422,14,ALLERGEN,200,OK,Executing function view api calls 2-1,true,,74538,213,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/ALLERGEN.json,12,1,0,0,1
1551112433537,12,CAUTION,200,OK,Executing function view api calls 2-1,true,,74538,212,1,1,http://alpha-api.nextprot.org/entry/NX_P01137/CAUTION.json,11,1,0,0,1
1551112433651,91,GO-BIOLOGICAL-PROCESS,200,OK,Executing function view api calls 2-1,true,,827197,226,1,1,http://alpha-api.nextprot.org/entry/NX_P12644/GO-BIOLOGICAL-PROCESS.json,81,1,0,0,1
